iter	RMSE
153	0.1188260495
154	0.118364454
155	0.1180286378
156	0.1174439209
157	0.1171402485
158	0.1167158254
159	0.1163983579
160	0.1161358176
161	0.115838527
162	0.1151865361
163	0.1148252173
164	0.1146024584
165	0.1143596936
166	0.113724752
167	0.1133998138
168	0.1130337797
169	0.1124747091
170	0.1121784719
171	0.1117118446
172	0.1113120834
173	0.111132608
174	0.1105313877
175	0.1103446447
176	0.1101500299
177	0.1099278195
178	0.1095560903
179	0.1090836212
180	0.1087915346
181	0.1085607597
182	0.1080575338
183	0.1077739691
184	0.1072987635
185	0.1071791311
186	0.1069020601
187	0.1065213697
188	0.1062192383
189	0.1060512239
190	0.1058892206
191	0.1057597945
192	0.1053276841
193	0.1048148276
194	0.1045051847
195	0.1038993677
196	0.1036325356
197	0.103456174
198	0.1032368613
199	0.103091055
200	0.102815464
201	0.1022805772
202	0.1019011759
203	0.1017392363
204	0.1016203114
205	0.1015538578
206	0.1013180008
207	0.1011961142
208	0.1009630387
209	0.1008220489
210	0.1002060195
211	0.09986502766
212	0.09964499232
213	0.09938116449
214	0.09924800566
215	0.09898719844
216	0.09885012751
217	0.09850592895
218	0.0982239749
219	0.09805593545
220	0.09795041324
221	0.09783258328
222	0.09742538975
223	0.09728461264
224	0.09674001046
225	0.09639303491
226	0.09632969962
227	0.09616521452
228	0.09597091987
229	0.09559503384
230	0.09537778242
231	0.09526978339
232	0.09508011385
233	0.09493404398
234	0.09473868802
235	0.09464714157
236	0.09430879657
237	0.09407391051
238	0.09398116319
239	0.09390106427
240	0.09371064219
241	0.09354492193
242	0.09330018538
243	0.09308260179
244	0.09293326815
245	0.09287703585
246	0.09281115464
247	0.09243154183
248	0.09236650153
249	0.09227492043
250	0.09205158626
251	0.09161478184
252	0.09131160111
253	0.09112636383
254	0.09104904207
255	0.09067682403
256	0.09054899732
257	0.09020417638
258	0.09012906456
259	0.08969264577
260	0.08951571047
261	0.08912454401
262	0.0887487584
263	0.08858103452
264	0.0885316693
265	0.08822531659
266	0.08782310799
267	0.08775245842
268	0.08746487059
269	0.08724041789
270	0.08695302014
271	0.08663486143
272	0.08633732998
273	0.08612888009
274	0.08594491031
275	0.08574882205
276	0.08563567262
277	0.08538231831
278	0.08517208513
279	0.08509722976
280	0.08504013456
281	0.08486296917
282	0.08450722395
283	0.08426280627
284	0.08382813272
285	0.08368279349
286	0.08361033029
287	0.08349411634
288	0.08323733806
289	0.08311159024
290	0.08272877278
291	0.08256162765
292	0.0823182978
293	0.08218805318
294	0.08211093632
295	0.08192020757
296	0.08185254064
297	0.08180950985
298	0.08158241465
299	0.08135861635
300	0.08129355725
301	0.08123058751
302	0.08101319975
303	0.08080235051
304	0.08067878001
305	0.08039741973
306	0.08033561558
307	0.08015183497
308	0.08009478437
309	0.08003531363
310	0.07983523675
311	0.07956975044
312	0.0794646124
313	0.07910776371
314	0.07905251078
315	0.07881835514
316	0.07875341804
317	0.07870193359
318	0.07864946988
319	0.07853733593
320	0.07832311252
321	0.07796642142
322	0.07791571921
323	0.07782855394
324	0.07753268609
325	0.07723685346
326	0.07720379227
327	0.07711902097
328	0.07708676227
329	0.07688182623
330	0.07681374471
331	0.07663274996
332	0.07659549921
333	0.07639007299
334	0.0760228275
335	0.07590871927
336	0.07562997211
337	0.0754545204
338	0.075051694
339	0.07477595437
340	0.07473789
341	0.07448347205
342	0.07429481794
343	0.07413518675
344	0.07410347743
345	0.07407367183
346	0.07404455795
347	0.07373925961
348	0.07353616209
349	0.07317488987
350	0.07298108222
351	0.07283030859
352	0.07272767779
353	0.07269766823
354	0.07253819342
355	0.07240930858
356	0.07222486216
357	0.07212129162
358	0.07178497697
359	0.07172771806
360	0.07164524655
361	0.07154671378
362	0.07145142792
363	0.07127097405
364	0.0711722153
365	0.07111632033
366	0.0710251853
367	0.07072251778
368	0.07056149979
369	0.07050706283
370	0.07045389481
371	0.07040196358
372	0.07016997459
373	0.07006015001
374	0.0699352555
375	0.06978015357
376	0.06974761259
377	0.06954958524
378	0.06952254287
379	0.06936841765
380	0.06932072026
381	0.06924717675
382	0.06907733482
383	0.06901358243
384	0.06898798021
385	0.06884987372
386	0.06865726338
387	0.06862087227
388	0.06849674822
389	0.06836375311
390	0.06820360767
391	0.06805331366
392	0.06802790907
393	0.06780097023
394	0.06764514582
395	0.0673768496
396	0.06718506346
397	0.06711285545
398	0.06708806504
399	0.06693531931
400	0.0667640617
401	0.06670484704
402	0.06654772353
403	0.06644150217
404	0.06616798308
405	0.0660875747
406	0.06601932829
407	0.06597157548
408	0.06593063338
409	0.06579082375
410	0.06553334731
411	0.0653896756
412	0.06523222974
413	0.06514461282
414	0.06493691124
415	0.06475432436
416	0.06465577728
417	0.0645036984
418	0.06439188364
419	0.06429619534
420	0.06413952439
421	0.06394154787
422	0.06380634997
423	0.0636771599
424	0.06354724099
425	0.06330698452
426	0.06322973564
427	0.06312339923
428	0.06307311095
429	0.06302450218
430	0.06287335982
431	0.06269614292
432	0.06255861951
433	0.06229646416
434	0.0621956372
435	0.06205355371
436	0.06196834264
437	0.06172369902
438	0.06153200702
439	0.06143081049
440	0.0613003157
441	0.06116194839
442	0.06103538996
443	0.06091056833
444	0.06072563491
445	0.06061168068
446	0.06050860171
447	0.06047035309
448	0.06040186945
449	0.06022761212
450	0.06002698256
451	0.05986237551
452	0.05973906404
453	0.05967323251
454	0.05950415894
455	0.05949973304
456	0.05938206387
457	0.05925215504
458	0.05917437279
459	0.05903860956
460	0.05892515812
461	0.05875627163
462	0.05863490146
463	0.05850483261
464	0.05848021414
465	0.05838246047
466	0.05824269917
467	0.05797865542
468	0.0578614696
469	0.05770192084
470	0.05751382619
471	0.05741059058
472	0.05732835179
473	0.05724810363
474	0.05713897241
475	0.05709539225
476	0.05694805233
477	0.05683886453
478	0.05659262525
479	0.05650117138
480	0.05641294294
481	0.05624077756
482	0.05601003192
483	0.0558753826
484	0.05571037069
485	0.05559655604
486	0.05547101377
487	0.05542010375
488	0.05532105201
489	0.05522030689
490	0.05513448629
491	0.05501721911
492	0.05489431104
493	0.05478275844
494	0.05473603928
495	0.05462379662
496	0.05452587897
497	0.05440944985
498	0.05427144304
499	0.05417574056
500	0.05408856219
501	0.05398688417
502	0.05394790478
503	0.05390992893
504	0.05386985939
505	0.05370138303
506	0.05364635115
507	0.05360969281
508	0.05360609641
509	0.05350826335
510	0.05347120714
511	0.05341828985
512	0.0534147179
513	0.05340056504
514	0.05333871365
515	0.05330273733
516	0.05322334075
517	0.05318166334
518	0.05303108301
519	0.05296131381
520	0.05289813509
521	0.05280980813
522	0.05280654679
523	0.05275300088
524	0.05272923913
525	0.05269429764
526	0.05260477144
527	0.0525083869
528	0.05235333642
529	0.05232416586
530	0.05230497464
531	0.05227654536
532	0.05222638985
533	0.05215063104
534	0.05209938714
535	0.05205116125
536	0.05204194613
537	0.05203914148
538	0.05189091281
539	0.05176382752
540	0.05169060734
541	0.05163341866
542	0.0516013048
543	0.05153431392
544	0.05149045816
545	0.05145925927
546	0.05139659866
547	0.05130397877
548	0.05119647139
549	0.05109707903
550	0.05105867186
551	0.05102858826
552	0.05098865491
553	0.05097288607
554	0.05094199896
555	0.05089007718
556	0.05086295276
557	0.0506903474
558	0.05054235639
559	0.05050451724
560	0.0503518228
561	0.0503132234
562	0.05027623964
563	0.05023169725
564	0.05017223061
565	0.05012936128
566	0.04999248878
567	0.04989960835
568	0.04973835692
569	0.0496588462
570	0.04961552581
571	0.04948375654
572	0.04940997156
573	0.04926754608
574	0.04920071693
575	0.04915959453
576	0.04909103724
577	0.04903078017
578	0.0489951209
579	0.04885830679
580	0.04882224595
581	0.04869114887
582	0.04868866872
583	0.04865888464
584	0.0485982019
585	0.04854769368
586	0.04845030389
587	0.04839311089
588	0.04826943293
589	0.04815096362
590	0.04800717369
591	0.04795050221
592	0.04787512272
593	0.04784051982
594	0.04780527042
595	0.04775130009
596	0.04762686938
597	0.04749410586
598	0.04738302396
599	0.04734107127
600	0.04730669267
601	0.04726939501
602	0.04721823971
603	0.04717741764
604	0.04712793153
605	0.04708802309
606	0.04696284837
607	0.04685524023
608	0.04673362973
609	0.04666404301
610	0.04658646706
611	0.046532462
612	0.04649982303
613	0.04644040296
614	0.04637965456
615	0.04634775369
616	0.04631833292
617	0.04626222399
618	0.0462064668
619	0.04617351438
620	0.04611882724
621	0.04607178143
622	0.04600904509
623	0.04595575751
624	0.04591449797
625	0.04586264535
626	0.04583091919
627	0.04580021434
628	0.04567656076
629	0.04564485121
630	0.04561717406
631	0.0455599817
632	0.0455296282
633	0.04547686115
634	0.04536974145
635	0.04529052847
636	0.04526718953
637	0.04523063057
638	0.04516566432
639	0.04505922042
640	0.04501431835
641	0.04498018253
642	0.04495013111
643	0.04488793154
644	0.0448269747
645	0.04478452823
646	0.04472389537
647	0.04466490659
648	0.04460751036
649	0.04456176934
650	0.04449577414
651	0.04437847969
652	0.04435037855
653	0.04428161902
654	0.0442541219
655	0.04421588426
656	0.04404311572
657	0.04399407184
658	0.04395578273
659	0.04393272907
660	0.04382141962
661	0.04373884177
662	0.04365332542
663	0.0435254266
664	0.04344973929
665	0.04341282984
666	0.04333685461
667	0.04330890891
668	0.04326254892
669	0.04322957512
670	0.04311781825
671	0.04304523235
672	0.04296446496
673	0.04293304472
674	0.04290649672
675	0.04283590208
676	0.04272607771
677	0.0427241385
678	0.0426680436
679	0.04259174174
680	0.04253134833
681	0.04247660751
682	0.04236871241
683	0.0422491975
684	0.04221007817
685	0.04218287016
686	0.04205938055
687	0.04205785933
688	0.04205601986
689	0.04202082091
690	0.04191600076
691	0.04180278606
692	0.04174930153
693	0.04172357656
694	0.04167481485
695	0.04158574473
696	0.0415839845
697	0.04150739919
698	0.04143028024
699	0.04139033515
700	0.04129368899
701	0.04125784688
702	0.04117353463
703	0.04110649112
704	0.04105357391
705	0.04098341344
706	0.04088487308
707	0.04083329687
708	0.04080543486
709	0.04073450811
710	0.04068044487
711	0.04061851154
712	0.04056803808
713	0.0404768807
714	0.04044685559
715	0.04039752931
716	0.04034950679
717	0.04029310841
718	0.040191823
719	0.04016823164
720	0.04014255719
721	0.04011666543
722	0.04001575715
723	0.03998618905
724	0.03998487781
725	0.03998328581
726	0.03998192826
727	0.03994481305
728	0.03991673861
729	0.03988363475
730	0.03980875202
731	0.0397825541
732	0.03968623548
733	0.03962685931
734	0.03956774735
735	0.03952163974
736	0.03947674583
737	0.03947536752
738	0.03946450608
739	0.03942516764
740	0.03941529713
741	0.03938286361
742	0.03938156248
743	0.03936998572
744	0.03934856778
745	0.03927585625
746	0.03925024358
747	0.03923973493
748	0.03918534971
749	0.03909350924
750	0.03903363915
751	0.03900630047
752	0.03898149961
753	0.03896120981
754	0.03890838857
755	0.03881712128
756	0.03877555626
757	0.03872521618
758	0.03865137885
759	0.03858496443
760	0.03854769327
761	0.0385043699
762	0.03844026991
763	0.03842274938
764	0.03838047116
765	0.03829859146
766	0.0382628006
767	0.0382282958
768	0.03821539953
769	0.03818116848
770	0.03809928393
771	0.03806726232
772	0.03803451539
773	0.03799017472
774	0.03795817057
775	0.03794420459
776	0.03791130736
777	0.03780227918
778	0.03777158958
779	0.03773766962
780	0.03770231939
781	0.03764501473
782	0.03761238152
783	0.03755896905
784	0.03750340066
785	0.03744270333
786	0.03743885674
787	0.03741755169
788	0.03733178708
789	0.03733057302
790	0.03732559771
791	0.03729460278
792	0.03726520492
793	0.03723376633
794	0.03718770231
795	0.03711411652
796	0.03706404929
797	0.03703200153
798	0.03696441495
799	0.03694950742
800	0.03690984157
801	0.03677463199
802	0.03673711273
803	0.03670107673
804	0.03667420472
805	0.03657324601
806	0.03656243909
807	0.03649097876
808	0.0364195018
809	0.03639110912
810	0.03634146122
811	0.03631362658
812	0.03629398075
813	0.03624984722
814	0.0362488119
815	0.03624781221
816	0.03624004875
817	0.03623658879
818	0.0361971586
819	0.0361962165
820	0.03617289461
821	0.0361501686
822	0.03614924254
823	0.03609737486
824	0.0360964944
825	0.03602848693
826	0.03601999325
827	0.03597244275
828	0.03587679368
829	0.03580698132
830	0.03573853552
831	0.03573762149
832	0.03573673991
833	0.03567134357
834	0.03567049938
835	0.03564512042
836	0.03558866137
837	0.03555735777
838	0.03549636845
839	0.03541611321
840	0.03538836217
841	0.03531455363
842	0.03526550743
843	0.03523690603
844	0.03521035253
845	0.03515518834
846	0.03509530098
847	0.03506913055
848	0.03504274697
849	0.03498921032
850	0.03494414962
851	0.03487844983
852	0.03487763017
853	0.03487683951
854	0.03486607792
855	0.03485592211
856	0.03483053851
857	0.03482192635
858	0.03478382142
859	0.03471297064
860	0.03468699948
861	0.03466214756
862	0.03459748572
863	0.03455479073
864	0.03449355322
865	0.03446459721
866	0.03444868725
867	0.03444430141
868	0.03439372836
869	0.03438525346
870	0.03437052827
871	0.03436981582
872	0.03431224818
873	0.03424879835
874	0.03419346032
875	0.03412989322
876	0.03410627852
877	0.03405904414
878	0.03403642697
879	0.03398280695
880	0.03394977211
881	0.03392565193
882	0.03390372568
883	0.03388015041
884	0.03381342424
885	0.03377955479
886	0.03374767019
887	0.03372367942
888	0.03367599638
889	0.03365312854
890	0.03362292029
891	0.03358281952
892	0.03348922505
893	0.03343116934
894	0.03340832808
895	0.03338836958
896	0.03336388544
897	0.03331780306
898	0.03327472852
899	0.03324321711
900	0.03321769509
901	0.03319079184
902	0.03313384152
903	0.03311521795
904	0.03309351226
905	0.033027157
906	0.03299925721
907	0.03297379601
908	0.03295409832
909	0.03293062726
910	0.03291342203
911	0.03288365182
912	0.03284825505
913	0.0327913689
914	0.03274950516
915	0.03268783744
916	0.03267113323
917	0.03264571075
918	0.03261815441
919	0.03257874853
920	0.03255704657
921	0.03253398674
922	0.03250704242
923	0.03248085425
924	0.0324577955
925	0.03243299557
926	0.03240466493
927	0.03237995618
928	0.03236232768
929	0.03233714302
930	0.0322604894
931	0.03223448166
932	0.03220947059
933	0.03218082132
934	0.03216164245
935	0.03211880762
936	0.0320762652
937	0.03205170529
938	0.03202175214
939	0.03199813443
940	0.03197465923
941	0.03195211461
942	0.0319404969
943	0.03190785193
944	0.03188057154
945	0.03183517834
946	0.03179987824
947	0.0317735084
948	0.03175253303
949	0.03167034545
950	0.03161932789
951	0.0315937832
952	0.03154117355
953	0.03147088963
954	0.03144928113
955	0.03142825611
956	0.0314094873
957	0.03139118028
958	0.03132329479
959	0.03125961368
960	0.03124099451
961	0.03121169737
962	0.03113493892
963	0.03111736461
964	0.03105796357
965	0.03104233484
966	0.03100804158
967	0.03095470137
968	0.03092139139
969	0.03090047684
970	0.03083920469
971	0.03081320195
972	0.03080051095
973	0.03075370761
974	0.03074135573
975	0.03070903698
976	0.03065729042
977	0.03063976819
978	0.0305951329
979	0.03057854936
980	0.03054806227
981	0.03052877733
982	0.0304698498
983	0.03041853597
984	0.03035843269
985	0.03032047161
986	0.03029754855
987	0.03027278112
988	0.03023024537
989	0.03020714446
990	0.03019531625
991	0.03015987811
992	0.030120175
993	0.03010432312
994	0.03005696111
995	0.02997671646
996	0.02993683095
997	0.02990870416
998	0.02984687916
999	0.02979053486
