iter	RMSE
164	0.1762200635
165	0.1754651758
166	0.1751168588
167	0.1745478364
168	0.1734042708
169	0.1728484543
170	0.1723932347
171	0.1718566163
172	0.171056138
173	0.1706191882
174	0.1700748953
175	0.1694890345
176	0.1693908117
177	0.168902119
178	0.1682917969
179	0.1677843168
180	0.1674172572
181	0.1672268715
182	0.1664766942
183	0.1660024859
184	0.1656596342
185	0.1652191517
186	0.1645910544
187	0.1639450451
188	0.1632710558
189	0.1626606152
190	0.1622545814
191	0.1620541664
192	0.1613250886
193	0.1606603868
194	0.1603846849
195	0.1601048165
196	0.1597221242
197	0.1592196638
198	0.1585083421
199	0.158157994
200	0.1577005574
201	0.1574515318
202	0.1568987448
203	0.1561988933
204	0.1554427307
205	0.1547921763
206	0.1542090506
207	0.1536765958
208	0.1532716493
209	0.1526305576
210	0.1520010396
211	0.1513666717
212	0.1507632509
213	0.1503868054
214	0.1498787417
215	0.1495559373
216	0.1490787406
217	0.148904656
218	0.1484639946
219	0.1481956452
220	0.1475109763
221	0.1470926857
222	0.1468694041
223	0.1462077958
224	0.1457217431
225	0.1451241393
226	0.1445430017
227	0.1439960861
228	0.1435790218
229	0.1432823562
230	0.1427866066
231	0.1422954851
232	0.1419926381
233	0.1414562832
234	0.1411883714
235	0.1406234033
236	0.1400575496
237	0.1394600356
238	0.1389500186
239	0.1386989415
240	0.1382703731
241	0.1378266354
242	0.1373273323
243	0.1368595684
244	0.1363641569
245	0.1358993814
246	0.1354755269
247	0.1350329749
248	0.1345899923
249	0.1339652822
250	0.1335291636
251	0.132960727
252	0.1325324596
253	0.1322463491
254	0.1318109861
255	0.1313615917
256	0.13097532
257	0.1305156933
258	0.1300643241
259	0.129648416
260	0.1291887299
261	0.1287795479
262	0.1283266385
263	0.127909436
264	0.1273846168
265	0.1269881993
266	0.12661599
267	0.126239555
268	0.1258765658
269	0.1255206544
270	0.1250471645
271	0.124647621
272	0.1241533618
273	0.1237811032
274	0.1235258424
275	0.1233193598
276	0.1230320019
277	0.122693046
278	0.1222976553
279	0.1219304388
280	0.1215731517
281	0.121205184
282	0.1209798751
283	0.1207563377
284	0.1203048958
285	0.11985999
286	0.1196961006
287	0.1194314754
288	0.1190940771
289	0.1187876773
290	0.1184512463
291	0.1181300899
292	0.1179117883
293	0.1175881556
294	0.1172410564
295	0.1167866067
296	0.1163342448
297	0.115990219
298	0.1154571794
299	0.1152436048
300	0.1149171706
301	0.1146256193
302	0.1144585437
303	0.1141242327
304	0.1138763273
305	0.1137139924
306	0.1134047709
307	0.1130902663
308	0.1128089949
309	0.1125464101
310	0.1122360136
311	0.111960264
312	0.1117250323
313	0.1114701357
314	0.1112467119
315	0.1110358905
316	0.1108397394
317	0.110504929
318	0.1101802317
319	0.1100911635
320	0.1097555843
321	0.1094892295
322	0.1092775146
323	0.1090000484
324	0.1087118037
325	0.1085034055
326	0.1083354791
327	0.1081247541
328	0.1077703068
329	0.1075239012
330	0.1072887533
331	0.106906612
332	0.1067445867
333	0.1065304467
334	0.1063387036
335	0.1061304926
336	0.1058429691
337	0.1057011596
338	0.1055684523
339	0.1053685005
340	0.1051967859
341	0.1049795923
342	0.1048641277
343	0.1047143338
344	0.1045116466
345	0.1043267103
346	0.1041940974
347	0.1039288753
348	0.1037114685
349	0.1035397232
350	0.1033486266
351	0.1030010688
352	0.1027265238
353	0.1027035065
354	0.10252491
355	0.1023882208
356	0.1021583645
357	0.1019730207
358	0.101867379
359	0.1017390906
360	0.1015907433
361	0.1013194935
362	0.1011637902
363	0.1010708373
364	0.1009244176
365	0.1007847463
366	0.1006533383
367	0.1005614607
368	0.1005030955
369	0.1004919049
370	0.1004837597
371	0.100446858
372	0.1004363936
373	0.1004215802
374	0.1003624363
375	0.1003348476
376	0.1003018971
377	0.1001069443
378	0.09997677873
379	0.09984734674
380	0.09983664945
381	0.09969096215
382	0.09967451069
383	0.09947627643
384	0.09924893673
385	0.09901371913
386	0.09895520955
387	0.09874616114
388	0.0987397758
389	0.0987336114
390	0.09864655909
391	0.0984926858
392	0.09840787326
393	0.09829534484
394	0.0982027339
395	0.09813172786
396	0.09789479174
397	0.09778011255
398	0.09771678096
399	0.09754794665
400	0.09754241151
401	0.09751747823
402	0.09732590845
403	0.0972275775
404	0.09705412668
405	0.09689884814
406	0.0967981665
407	0.09663049822
408	0.09654026732
409	0.09638114835
410	0.09622494204
411	0.09601294903
412	0.09589679498
413	0.09571442231
414	0.09559015828
415	0.09547178589
416	0.09524487697
417	0.09493981023
418	0.09473971871
419	0.09463030469
420	0.09448599589
421	0.09446370681
422	0.09427449111
423	0.09416443347
424	0.09414257156
425	0.09408396976
426	0.09390670774
427	0.09373242065
428	0.09358349091
429	0.09344822711
430	0.09333989994
431	0.09315941781
432	0.09303218008
433	0.09280228301
434	0.09260953528
435	0.09243902931
436	0.09219862766
437	0.09209681508
438	0.09200495441
439	0.09198360813
440	0.09180815444
441	0.09159365125
442	0.09157269242
443	0.09135706229
444	0.09121085483
445	0.09105647172
446	0.09103581236
447	0.09101564355
448	0.09099595263
449	0.09097459569
450	0.09073956733
451	0.09063128347
452	0.09050113629
453	0.09040919086
454	0.09022244921
455	0.0902120874
456	0.09005504754
457	0.08991589791
458	0.08968072195
459	0.08954061338
460	0.08933550003
461	0.08923058422
462	0.08903975433
463	0.08894328642
464	0.08876344071
465	0.08871491373
466	0.08861514983
467	0.08849721561
468	0.08840620317
469	0.0883693481
470	0.08818563129
471	0.08810120549
472	0.08803769332
473	0.08793360058
474	0.08771398962
475	0.08750643862
476	0.08737218342
477	0.08719935124
478	0.08709580824
479	0.08699874338
480	0.08688665519
481	0.08684092443
482	0.08666866967
483	0.08649286119
484	0.08631033362
485	0.08626343145
486	0.08609424587
487	0.08601655535
488	0.08569993158
489	0.08561692726
490	0.0854758453
491	0.08531962343
492	0.08527694958
493	0.08513779925
494	0.08502220011
495	0.08489121666
496	0.08477220995
497	0.0845887184
498	0.08450730556
499	0.08436157512
500	0.08424289136
501	0.08409849162
502	0.08398668234
503	0.08390778793
504	0.0837808119
505	0.08358717257
506	0.08346019798
507	0.08342804494
508	0.0833235223
509	0.08321218002
510	0.08304317552
511	0.08289587586
512	0.08276264779
513	0.08268360539
514	0.08259728552
515	0.08247563405
516	0.08236181702
517	0.08215955322
518	0.08203972142
519	0.08199091825
520	0.0818508653
521	0.0817820105
522	0.08170106321
523	0.08150431606
524	0.08142582787
525	0.0814005753
526	0.08132180901
527	0.08120095372
528	0.08111418294
529	0.08105261824
530	0.08087037412
531	0.08083614857
532	0.08072225539
533	0.08064210711
534	0.08055724646
535	0.08048089972
536	0.08034111593
537	0.08016354996
538	0.08006969353
539	0.07992337125
540	0.07985298079
541	0.07969832195
542	0.07957704755
543	0.07950430202
544	0.07942574793
545	0.07927102691
546	0.07919911361
547	0.07911824398
548	0.07899454512
549	0.07891843308
550	0.07882198351
551	0.07874891797
552	0.07872674024
553	0.07859759843
554	0.07850079116
555	0.07841258009
556	0.07836411538
557	0.07834228431
558	0.07810447849
559	0.07807358592
560	0.07797821226
561	0.07792248758
562	0.07785226436
563	0.07778667779
564	0.07773082013
565	0.07768682988
566	0.07759373763
567	0.07745265445
568	0.07736796632
569	0.07730074953
570	0.0771831972
571	0.07715458575
572	0.07701299563
573	0.07682951893
574	0.07671795029
575	0.07666026046
576	0.07663032569
577	0.07651480549
578	0.07648564591
579	0.07643403063
580	0.0763124346
581	0.07629273748
582	0.07626545195
583	0.076202886
584	0.07613421125
585	0.07605509197
586	0.07604840431
587	0.07598353352
588	0.07591960047
589	0.07583024262
590	0.07581846274
591	0.07574940197
592	0.0756803498
593	0.07566370143
594	0.07564009123
595	0.07562157169
596	0.07552647001
597	0.07550431103
598	0.07548253738
599	0.07544040406
600	0.07536443042
601	0.07523375261
602	0.07502294027
603	0.07499115451
604	0.07497573587
605	0.07496042934
606	0.07494557851
607	0.07494440894
608	0.07484004175
609	0.07477926245
610	0.07466186381
611	0.07462455562
612	0.07441850048
613	0.07440493519
614	0.07435629425
615	0.07430334583
616	0.07428922518
617	0.07418350784
618	0.0741293091
619	0.07411539885
620	0.07409470739
621	0.07401667118
622	0.0740031339
623	0.0738799753
624	0.07377386451
625	0.07365892554
626	0.07355924567
627	0.07345292994
628	0.0734298539
629	0.07325012541
630	0.07319940349
631	0.07318608065
632	0.07312206541
633	0.07304409369
634	0.07289605627
635	0.0728831334
636	0.07271959815
637	0.07262242688
638	0.07254685009
639	0.07250797206
640	0.07248880501
641	0.0724511711
642	0.07243316883
643	0.07242075836
644	0.07234248002
645	0.07226682174
646	0.07219290654
647	0.07217511451
648	0.07216258706
649	0.07206772388
650	0.07205588908
651	0.07199424676
652	0.07198239366
653	0.07188522145
654	0.07181257135
655	0.07177566281
656	0.07176416009
657	0.07166002407
658	0.07157002442
659	0.07152666013
660	0.07150960524
661	0.07150284497
662	0.07145378749
663	0.07136821937
664	0.071197596
665	0.07111762034
666	0.07105081993
667	0.07098853029
668	0.07091629809
669	0.07083062579
670	0.07081938892
671	0.07078345886
672	0.07065180634
673	0.07057467622
674	0.07052137924
675	0.07045246317
676	0.07043286511
677	0.07039157574
678	0.07033516986
679	0.070258528
680	0.07015808081
681	0.07004435943
682	0.06996794281
683	0.06987899112
684	0.06984022628
685	0.06977705099
686	0.06973623881
687	0.06958761952
688	0.06947535544
689	0.06942969166
690	0.06939451901
691	0.069343715
692	0.06931204186
693	0.06919216335
694	0.06908946328
695	0.06902755633
696	0.06895266609
697	0.06881714888
698	0.06875129682
699	0.06868771925
700	0.06865075606
701	0.06857668506
702	0.06850958767
703	0.06847212032
704	0.06845858898
705	0.06843547743
706	0.06841635349
707	0.06840648382
708	0.06835404734
709	0.06834695788
710	0.06829637022
711	0.0682555091
712	0.06820916631
713	0.06815014649
714	0.0681024057
715	0.06801731915
716	0.06799730932
717	0.0679578106
718	0.06777224897
719	0.06769305297
720	0.06759923614
721	0.06753754431
722	0.06749160614
723	0.06745250979
724	0.06743578479
725	0.06741704329
726	0.067407514
727	0.06740564797
728	0.06737991599
729	0.0673313763
730	0.06726499935
731	0.06719424462
732	0.06713315764
733	0.06705006488
734	0.06695836415
735	0.06690569859
736	0.06685230152
737	0.06684341216
738	0.06680044042
739	0.06674649568
740	0.06669546987
741	0.06666952182
742	0.06663667466
743	0.06659955399
744	0.06654943289
745	0.06650189556
746	0.06648073358
747	0.06641704501
748	0.0663496274
749	0.0663038897
750	0.06623749897
751	0.06615844421
752	0.06609846986
753	0.0660528765
754	0.06603582838
755	0.06598849997
756	0.06594700068
757	0.06591559214
758	0.06584692102
759	0.06578677998
760	0.06574390883
761	0.06561621013
762	0.06556164668
763	0.06541152264
764	0.06540088777
765	0.06535194174
766	0.06530692289
767	0.06528295305
768	0.06522136533
769	0.06511734688
770	0.06507067763
771	0.06503066726
772	0.06502611475
773	0.06499901129
774	0.06497847843
775	0.0648631622
776	0.06480321444
777	0.06474670687
778	0.06473803222
779	0.06469382797
780	0.06464464417
781	0.06462128393
782	0.06454201963
783	0.06448989867
784	0.06442086462
785	0.06440557777
786	0.0643960813
787	0.06435332258
788	0.06420427649
789	0.06415532276
790	0.06411003932
791	0.06408838444
792	0.06405072788
793	0.06399037872
794	0.06388294495
795	0.0638431667
796	0.06374570529
797	0.06370791947
798	0.06368162293
799	0.06367602951
800	0.06365477333
801	0.06349562565
802	0.06339217654
803	0.06333076514
804	0.06327699694
805	0.06313702983
806	0.06302913227
807	0.06295691055
808	0.06287320177
809	0.06279792032
810	0.06274047059
811	0.06263715633
812	0.06251301965
813	0.06242947946
814	0.06239514023
815	0.06234616403
816	0.06230350051
817	0.0622901505
818	0.06227022904
819	0.06218698048
820	0.06209504652
821	0.06199086508
822	0.06193312493
823	0.06187312176
824	0.0617614098
825	0.06161767925
826	0.06154964733
827	0.06149410166
828	0.06139490681
829	0.06130942505
830	0.06125168021
831	0.06121364156
832	0.06113356653
833	0.06111503978
834	0.06097277451
835	0.06093666376
836	0.06090242071
837	0.06089274888
838	0.06085019564
839	0.06079266997
840	0.06074895025
841	0.06071794058
842	0.0606988618
843	0.06064461837
844	0.060534055
845	0.06050896205
846	0.06047540163
847	0.06038411796
848	0.06035664871
849	0.06027483488
850	0.06018095947
851	0.06016842907
852	0.06012017544
853	0.06008066223
854	0.06004958861
855	0.06001991878
856	0.05994644717
857	0.0599130471
858	0.05985569361
859	0.05979038847
860	0.05971178675
861	0.05969499433
862	0.05961675913
863	0.05957517247
864	0.05950635384
865	0.0594771984
866	0.05940595395
867	0.05933023487
868	0.05926003905
869	0.05919192
870	0.05912072208
871	0.05908335433
872	0.05907296516
873	0.05898555214
874	0.05897329317
875	0.05890337232
876	0.05881991837
877	0.05873934276
878	0.05861384174
879	0.05855125059
880	0.05849699887
881	0.05845985363
882	0.05843047125
883	0.05836432437
884	0.05821272369
885	0.05816595449
886	0.05812721642
887	0.05809433043
888	0.05805415038
889	0.05804660146
890	0.05795556075
891	0.05792756669
892	0.05791560984
893	0.05787577175
894	0.05783727517
895	0.05781738118
896	0.05779203353
897	0.05777298228
898	0.05774810078
899	0.05768942737
900	0.0576720501
901	0.05761927789
902	0.05758346268
903	0.05754888242
904	0.05751532214
905	0.05748305048
906	0.05744878356
907	0.05742198967
908	0.05737218314
909	0.05727134602
910	0.05722552724
911	0.05715986405
912	0.05710388811
913	0.05704298748
914	0.05697750743
915	0.05694670903
916	0.05689711091
917	0.05676800925
918	0.05675031732
919	0.05673414983
920	0.05661768957
921	0.05655809417
922	0.05654133252
923	0.05651148392
924	0.05648463876
925	0.05644258528
926	0.05639707866
927	0.05638335324
928	0.05632167392
929	0.05628764143
930	0.05626005925
931	0.05623593847
932	0.05622015306
933	0.05620193341
934	0.05615608754
935	0.05606040601
936	0.05604438292
937	0.05600893404
938	0.05593966106
939	0.05589472036
940	0.05584015116
941	0.05582477001
942	0.05575082649
943	0.05573610591
944	0.05573324198
945	0.05572649203
946	0.05565659088
947	0.05561959349
948	0.05555175707
949	0.05550958849
950	0.05549203699
951	0.05546481192
952	0.05545534416
953	0.05544848453
954	0.05542757938
955	0.05539835415
956	0.05538941435
957	0.0553746181
958	0.05536209166
959	0.0553185412
960	0.05530625732
961	0.05528780354
962	0.05526153697
963	0.05523663681
964	0.05522522167
965	0.05511353091
966	0.05509026365
967	0.05506490376
968	0.0549919175
969	0.05491418887
970	0.05488048359
971	0.0548666199
972	0.05483196577
973	0.05480593986
974	0.05475022737
975	0.05468103474
976	0.05465936771
977	0.05458980781
978	0.05457625586
979	0.05456565649
980	0.05455484817
981	0.05454166336
982	0.05453113356
983	0.05451446845
984	0.0544468945
985	0.05440167919
986	0.05438471177
987	0.05429530192
988	0.05427193537
989	0.05422379749
990	0.05419136673
991	0.0541341541
992	0.05406380472
993	0.05400610178
994	0.05396760939
995	0.05393363845
996	0.0539167659
997	0.05384545138
998	0.05381038097
999	0.05378987649
