iter	Passed	Remaining
617	15297	9455
618	15304	9419
619	15320	9389
620	15380	9386
621	15398	9358
622	15461	9356
623	15548	9369
624	15597	9358
625	15615	9329
626	15633	9300
627	15661	9276
628	15679	9248
629	15686	9212
630	15693	9177
631	15960	9293
632	15993	9272
633	16025	9251
634	16033	9216
635	16061	9192
636	16241	9255
637	16289	9242
638	16309	9214
639	16335	9188
640	16354	9159
641	16368	9127
642	16377	9092
643	16384	9057
644	16391	9021
645	16400	8987
646	16407	8951
647	16414	8916
648	16421	8881
649	16428	8846
650	16435	8811
651	16443	8776
652	16450	8741
653	16467	8712
654	16474	8677
655	16481	8642
656	16488	8608
657	16512	8582
658	16624	8602
659	16631	8567
660	16645	8536
661	16665	8508
662	16690	8483
663	16885	8544
664	16963	8545
665	16976	8513
666	16993	8484
667	17008	8453
668	17023	8422
669	17070	8408
670	17077	8373
671	17085	8339
672	17099	8308
673	17120	8280
674	17128	8247
675	17147	8218
676	17159	8186
677	17173	8156
678	17196	8129
679	17204	8096
680	17214	8063
681	17221	8029
682	17228	7996
683	17242	7965
684	17249	7932
685	17256	7898
686	17264	7865
687	17276	7834
688	17283	7801
689	17288	7767
690	17295	7734
691	17302	7701
692	17310	7668
693	17317	7635
694	17324	7603
695	17331	7570
696	17339	7537
697	17346	7505
698	17353	7472
699	17360	7440
700	17366	7407
701	17375	7375
702	17381	7343
703	17388	7311
704	17395	7278
705	17402	7246
706	17408	7214
707	17419	7184
708	17425	7152
709	17433	7120
710	17442	7090
711	17449	7058
712	17457	7026
713	17464	6995
714	17472	6964
715	17479	6933
716	17485	6901
717	17493	6870
718	17500	6839
719	17507	6808
720	17516	6778
721	17523	6747
722	17531	6716
723	17537	6685
724	17543	6654
725	17550	6623
726	17556	6592
727	17562	6561
728	17571	6531
729	17579	6502
730	17586	6471
731	17595	6441
732	17602	6411
733	17611	6382
734	17619	6352
735	17627	6323
736	17636	6293
737	17643	6263
738	17649	6233
739	17655	6203
740	17663	6173
741	17670	6144
742	17676	6114
743	17684	6084
744	17691	6055
745	17698	6025
746	17708	5997
747	17713	5967
748	17719	5937
749	17724	5908
750	17729	5878
751	17735	5848
752	17742	5819
753	17747	5790
754	17753	5760
755	17758	5731
756	17764	5702
757	17769	5673
758	17775	5643
759	17780	5615
760	17786	5585
761	17791	5556
762	17797	5528
763	17802	5499
764	17808	5470
765	17813	5441
766	17818	5413
767	17824	5384
768	17830	5355
769	17836	5327
770	17841	5299
771	17847	5270
772	17852	5242
773	17858	5214
774	17863	5186
775	17868	5158
776	17875	5130
777	17880	5102
778	17886	5074
779	17892	5046
780	17898	5018
781	17904	4991
782	17910	4963
783	17915	4935
784	17921	4908
785	17926	4880
786	17931	4853
787	17937	4825
788	17943	4798
789	17949	4771
790	17954	4743
791	17959	4716
792	17965	4689
793	17970	4662
794	17975	4635
795	17981	4608
796	17989	4582
797	17994	4555
798	18000	4528
799	18005	4501
800	18011	4474
801	18017	4448
802	18252	4477
803	18258	4451
804	18270	4425
805	18281	4400
806	18287	4373
807	18300	4348
808	18320	4325
809	18334	4300
810	18349	4276
811	18356	4249
812	18363	4223
813	18376	4199
814	18388	4174
815	18395	4147
816	18407	4123
817	18412	4096
818	18425	4071
819	18430	4045
820	18442	4020
821	18453	3996
822	18458	3969
823	18469	3944
824	18475	3919
825	18493	3895
826	18675	3906
827	18689	3882
828	18757	3869
829	18770	3844
830	18785	3820
831	18799	3795
832	18806	3770
833	18822	3746
834	18905	3735
835	18930	3713
836	18937	3687
837	18952	3663
838	18979	3641
839	18985	3616
840	19000	3592
841	19027	3570
842	19061	3549
843	19067	3524
844	19082	3500
845	19095	3476
846	19106	3451
847	19115	3426
848	19127	3402
849	19140	3377
850	19361	3390
851	19370	3364
852	19388	3341
853	19403	3317
854	19484	3304
855	19491	3279
856	19507	3255
857	19522	3230
858	19538	3207
859	19544	3181
860	19557	3157
861	19568	3132
862	19575	3107
863	19609	3086
864	19632	3064
865	19640	3039
866	19654	3015
867	19668	2991
868	19676	2966
869	19690	2942
870	19703	2918
871	19719	2894
872	19753	2873
873	19769	2850
874	19800	2828
875	19815	2804
876	19851	2784
877	19868	2760
878	19900	2739
879	19916	2715
880	20000	2701
881	20027	2679
882	20034	2654
883	20049	2630
884	20062	2607
885	20088	2584
886	20112	2562
887	20127	2538
888	20142	2515
889	20156	2491
890	20193	2470
891	20206	2446
892	20219	2422
893	20225	2398
894	20238	2374
895	20252	2350
896	20258	2326
897	20272	2302
898	20285	2279
899	20308	2256
900	20316	2232
901	20328	2208
902	20343	2185
903	20349	2161
904	20379	2139
905	20393	2115
906	20404	2092
907	20412	2068
908	20464	2048
909	20471	2024
910	20479	2000
911	20494	1977
912	20553	1958
913	20729	1950
914	20744	1927
915	20762	1903
916	20775	1880
917	20824	1860
918	20839	1836
919	20852	1813
920	20860	1789
921	20872	1765
922	20887	1742
923	20899	1719
924	20912	1695
925	20919	1671
926	20937	1648
927	20969	1626
928	20979	1603
929	20985	1579
930	20999	1556
931	21014	1533
932	21046	1511
933	21062	1488
934	21068	1464
935	21082	1441
936	21124	1420
937	21131	1396
938	21170	1375
939	21177	1351
940	21191	1328
941	21197	1305
942	21211	1282
943	21245	1260
944	21257	1237
945	21267	1214
946	21276	1190
947	21292	1167
948	21320	1145
949	21326	1122
950	21338	1099
951	21349	1076
952	21357	1053
953	21387	1031
954	21400	1008
955	21406	985
956	21419	962
957	21517	943
958	21523	920
959	21537	897
960	21549	874
961	21555	851
962	21632	831
963	21649	808
964	21659	785
965	21681	763
966	21759	742
967	21782	720
968	21794	697
969	21810	674
970	21824	651
971	21879	630
972	21895	607
973	21904	584
974	21911	561
975	21925	539
976	22008	518
977	22016	495
978	22027	472
979	22057	450
980	22274	431
981	22289	408
982	22301	385
983	22307	362
984	22319	339
985	22419	318
986	22428	295
987	22438	272
988	22453	249
989	22466	226
990	22543	204
991	22553	181
992	22615	159
993	22624	136
994	22635	113
995	22679	91
996	22686	68
997	22700	45
998	22714	22
999	22733	0
